ID,Workflow JSON,Catalog,Items,Created At,Updated At
control_9.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""builtin\"",\""ability\"":\""用户交互界面\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""SPC\"",\""ability\"":\""数据质量分析\"",\""dep\"":[\""id1\""]},{\""id\"":\""id4\"",\""tool\"":\""SPC\"",\""ability\"":\""AI可控性评估\"",\""dep\"":[\""id2\""]},{\""id\"":\""id6\"",\""tool\"":\""SPC\"",\""ability\"":\""关键影响因素分析\"",\""dep\"":[\""id4\""]},{\""id\"":\""id8\"",\""tool\"":\""SPC\"",\""ability\"":\""工况识别与验证\"",\""dep\"":[\""id6\""]},{\""id\"":\""id10\"",\""tool\"":\""SPC\"",\""ability\"":\""预测模型构建与验证\"",\""dep\"":[\""id8\""]},{\""id\"":\""id12\"",\""tool\"":\""SPC\"",\""ability\"":\""控制器搭建及验证\"",\""dep\"":[\""id10\""]},{\""id\"":\""id14\"",\""tool\"":\""SPC\"",\""ability\"":\""在线工况识别\"",\""dep\"":[\""id12\""]},{\""id\"":\""id16\"",\""tool\"":\""SPC\"",\""ability\"":\""在线预测\"",\""dep\"":[\""id14\""]},{\""id\"":\""id18\"",\""tool\"":\""SPC\"",\""ability\"":\""在线控制\"",\""dep\"":[\""id16\""]}]"", ""branch_rules"": ""[]""}",control,技术改造前，基于xlsx上传文件，帮我分析存在什么异常？,2025-11-22 03:10:58,2025-11-22 11:10:58.539045
evaluation_1.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""补充信息\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""上传数据\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""确认建模信息\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""TPT模型微调\"",\""dep\"":[\""id3\""]},{\""id\"":\""id5\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""TPT推理计算\"",\""dep\"":[\""id2\"",\""id4\""]},{\""id\"":\""id7\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""上传高频数据\"",\""dep\"":[\""id5\""]},{\""id\"":\""id8\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""故障诊断\"",\""dep\"":[\""id7\""]}]"", ""branch_rules"": ""[{\""from\"":\""id2\"",\""to\"":\""id3\"",\""expression\"":\""Variable([String(\\\""opt_model_selected\\\"")]) Eq false And Variable([String(\\\""is_contain_data\\\"")]) Eq true\""},{\""from\"":\""id2\"",\""to\"":\""id5\"",\""expression\"":\""Variable([String(\\\""opt_model_selected\\\"")]) Eq true And Variable([String(\\\""is_contain_data\\\"")]) Eq true\""},{\""from\"":\""id5\"",\""to\"":\""id7\"",\""expression\"":\""Variable([String(\\\""diagnosis_flag\\\"")]) Eq true\""}]""}",evaluation,上传文件，看看设备有什么异常; 在线监测盐水流量调节阀（非离线检测）; 基于上传监测文件执行设备异常评估分析; 定期维护检查，请分析渣油泵是否正常？; 性能下降期，请识别渣油泵异常点 ... (共40个),2025-11-22 03:10:49,2025-11-22 11:10:49.345560
evaluation_2.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""确认关键变量\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""产品质量预测\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""动态操作路径规划\"",\""dep\"":[\""id2\""]}]"", ""branch_rules"": ""[]""}",evaluation,乙醇合成装置乙醇纯度提升操作规划，保持进料不变; 乙醇合成装置在不改变进料的基础上，提高乙醇的纯度，应该如何操作？; 乙醇纯度提高，不改变进料怎么操作; 产品升级要求，我想提高乙烯的双烯纯度，应该如何操作？; 产品质量指标要求提高，我想调整常顶油终馏点，应该如何操作 ... (共25个),2025-11-22 03:10:49,2025-11-22 11:10:49.554115
evaluation_3.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""补充信息\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""上传数据\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""确认建模信息\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""TPT推理计算\"",\""dep\"":[\""id3\""]},{\""id\"":\""id6\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""配置方案\"",\""dep\"":[\""id1\""]},{\""id\"":\""id7\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""实时计算\"",\""dep\"":[\""id6\""]}]"", ""branch_rules"": ""[{\""from\"":\""id1\"",\""to\"":\""id2\"",\""expression\"":\""Variable([String(\\\""opt_model_selected\\\"")]) Eq false\""},{\""from\"":\""id2\"",\""to\"":\""id3\"",\""expression\"":\""Variable([String(\\\""is_contain_data\\\"")]) Eq true\""},{\""from\"":\""id1\"",\""to\"":\""id6\"",\""expression\"":\""Variable([String(\\\""opt_model_selected\\\"")]) Eq true\""}]""}",evaluation,二级硫冷凝器H2S，异常检测和风险预测做一下,2025-11-22 03:10:49,2025-11-22 11:10:49.607532
evaluation_4.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""节能降耗瓶颈分析\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热网络瓶颈\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热器瓶颈\"",\""dep\"":[\""id3\""]}]"", ""branch_rules"": ""[]""}",evaluation,分析一下常减压装置能耗高的原因; 分析一下常减压装置能耗高的原因（核心意图）; 分析能耗高原因，常减压装置; 常减压装置为什么能耗高; 常减压装置能耗偏高原因分析 ... (共19个),2025-11-22 03:10:50,2025-11-22 11:10:50.405204
evaluation_5.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""节能降耗瓶颈分析\"",\""dep\"":null}]"", ""branch_rules"": ""[]""}",evaluation,原料性质变化后，分析一下常减压装置能耗高的原因; 原料性质变化后，哪个环节是常减压装置的用能瓶颈; 同类装置对比差异，分析一下常减压装置能耗高的原因; 同类装置能效对比，常减压装置的设备和环节可能会造成用能瓶颈，请帮我评估一下并给出解决方案？; 哪个环节是常减压装置的用能瓶颈 ... (共26个),2025-11-22 03:10:50,2025-11-22 11:10:50.681950
evaluation_6.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""上传数据\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""确认建模信息\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""TPT模型微调\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""TPT推理计算\"",\""dep\"":[\""id3\""]},{\""id\"":\""id6\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""上传高频数据\"",\""dep\"":[\""id4\""]},{\""id\"":\""id7\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""故障诊断\"",\""dep\"":[\""id6\""]}]"", ""branch_rules"": ""[{\""from\"":\""id1\"",\""to\"":\""id2\"",\""expression\"":\""Variable([String(\\\""is_contain_data\\\"")]) Eq true\""},{\""from\"":\""id4\"",\""to\"":\""id6\"",\""expression\"":\""Variable([String(\\\""diagnosis_flag\\\"")]) Eq true\""}]""}",evaluation,同类设备故障频发，请识别渣油泵异常点; 基于上传监测文件执行设备异常评估分析,2025-11-22 03:10:50,2025-11-22 11:10:50.946889
evaluation_7.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""上传离线数据\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""执行检测算法\"",\""dep\"":[\""id1\""]}]"", ""branch_rules"": ""[]""}",evaluation,同类阀门故障频发，请分析盐水流量调节阀是否存在异常，异常是什么？; 定期维护期，请分析盐水流量调节阀有什么异常？; 性能评估需求，请分析盐水流量调节阀不正常的原因; 执行盐水流量调节阀离线异常检测流程; 操作员反映运行不稳定，请分析渣油泵是否正常？ ... (共26个),2025-11-22 03:10:50,2025-11-22 11:10:50.984549
evaluation_8.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""补充信息\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""上传数据\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""确认建模信息\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""TPT模型微调\"",\""dep\"":[\""id3\""]},{\""id\"":\""id5\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""TPT推理计算\"",\""dep\"":[\""id4\""]},{\""id\"":\""id7\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""配置方案\"",\""dep\"":[\""id1\""]},{\""id\"":\""id8\"",\""tool\"":\""anomaly_detection\"",\""ability\"":\""实时计算\"",\""dep\"":[\""id7\""]}]"", ""branch_rules"": ""[{\""from\"":\""id1\"",\""to\"":\""id2\"",\""expression\"":\""Variable([String(\\\""opt_model_selected\\\"")]) Eq false\""},{\""from\"":\""id2\"",\""to\"":\""id3\"",\""expression\"":\""Variable([String(\\\""is_contain_data\\\"")]) Eq true\""},{\""from\"":\""id1\"",\""to\"":\""id7\"",\""expression\"":\""Variable([String(\\\""opt_model_selected\\\"")]) Eq true\""}]""}",evaluation,执行渣油泵异常检测与故障诊断流程; 故障预警触发，请分析渣油泵是否存在异常？; 查询渣油泵运行参数（非异常检测）,2025-11-22 03:10:55,2025-11-22 11:10:55.558932
evaluation_9.png,"{""workflow"": ""[{\""id\"":\""id1\"",\""tool\"":\""Redesign\"",\""ability\"":\""节能降耗瓶颈分析\"",\""dep\"":null},{\""id\"":\""id2\"",\""tool\"":\""Redesign\"",\""ability\"":\""上传数据与校验\"",\""dep\"":[\""id1\""]},{\""id\"":\""id3\"",\""tool\"":\""Redesign\"",\""ability\"":\""选择改造目标\"",\""dep\"":[\""id2\""]},{\""id\"":\""id4\"",\""tool\"":\""Redesign\"",\""ability\"":\""选择改造幅度\"",\""dep\"":[\""id3\""]},{\""id\"":\""id5\"",\""tool\"":\""Redesign\"",\""ability\"":\""识别换热器瓶颈\"",\""dep\"":[\""id4\""]},{\""id\"":\""id6\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热器改造\"",\""dep\"":[\""id5\""]},{\""id\"":\""id8\"",\""tool\"":\""Redesign\"",\""ability\"":\""指定现场限制条件\"",\""dep\"":[\""id4\""]},{\""id\"":\""id9\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id8\""]},{\""id\"":\""id11\"",\""tool\"":\""Redesign\"",\""ability\"":\""校验限制条件\"",\""dep\"":[\""id8\""]},{\""id\"":\""id12\"",\""tool\"":\""Redesign\"",\""ability\"":\""换热网络改造\"",\""dep\"":[\""id11\""]}]"", ""branch_rules"": ""[{\""from\"":\""id4\"",\""to\"":\""id5\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 0\""},{\""from\"":\""id4\"",\""to\"":\""id8\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 1\""},{\""from\"":\""id8\"",\""to\"":\""id9\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 0\""},{\""from\"":\""id8\"",\""to\"":\""id11\"",\""expression\"":\""Variable([String(\\\""branch_result\\\"")]) Eq 1\""}]""}",evaluation,节能技术应用评估，常减压装置的设备和环节可能会造成用能瓶颈，请帮我评估一下并给出解决方案？; 节能改造项目需要，常减压装置的设备和环节可能会造成用能瓶颈，请帮我评估一下并给出解决方案？,2025-11-22 03:11:15,2025-11-22 11:11:15.247540
